,timesteps,ep_reward,num_updates,episodes
314,188,-282.96159749005153,1,314
315,15,-26.62020206384806,0,315
316,18,-30.170567060567667,0,316
317,41,-43.84135254612158,0,317
318,200,-228.95091973750067,0,318
319,93,-129.87511660950972,0,319
320,14,-26.17227778769762,0,320
321,17,-29.734429654409883,0,321
322,200,-317.1884047481878,0,322
323,17,-28.718380145041635,0,323
324,15,-26.14191643152085,0,324
325,16,-28.453886639191918,0,325
326,200,-196.00718310442892,0,326
327,15,-26.298772774488643,0,327
328,14,-25.197759771655203,0,328
329,16,-26.31524232100641,0,329
330,14,-25.580377146801542,0,330
331,200,-207.8869340328223,0,331
332,85,-108.90027999441557,0,332
333,15,-26.42605967843517,0,333
334,16,-29.815474107437396,0,334
335,135,-198.01717160020993,0,335
336,17,-31.333413649187584,0,336
337,81,-107.91293142920077,0,337
338,16,-28.756120547576227,0,338
339,42,-46.15243494865419,0,339
340,200,-208.7704725297218,0,340
341,92,-100.07146837474303,0,341
342,15,-27.55788506416597,0,342
343,17,-29.184656153272844,0,343
344,15,-24.713251719770295,0,344
345,145,-159.82066949264572,1,345
346,16,-29.05148608550321,0,346
347,200,-249.49799760016714,0,347
348,15,-26.89493313047075,0,348
349,92,-104.81300758812941,0,349
350,16,-26.39744640285902,0,350
351,16,-26.5255682548256,0,351
352,86,-121.15207909746724,0,352
353,15,-26.71947667690979,0,353
354,16,-30.1880199526622,0,354
355,81,-85.38701033590995,0,355
356,16,-25.33754892999391,0,356
357,18,-30.855648559326273,0,357
358,123,-161.1985760147273,0,358
359,169,-187.3655667369306,0,359
360,200,-258.0351390211992,0,360
361,129,-124.18289802903887,0,361
362,88,-90.90806252508439,0,362
363,17,-30.258162891207068,0,363
364,15,-27.669694121962003,0,364
365,14,-26.648823030571364,0,365
366,82,-87.88291348074127,0,366
367,15,-26.6048477961718,0,367
368,17,-31.606126364522424,0,368
369,17,-29.250591502461276,0,369
370,15,-28.781204949171787,0,370
371,200,-301.3771029168204,0,371
372,14,-26.12775949989733,0,372
373,14,-26.185724804991118,0,373
374,93,-119.50306542313288,0,374
375,17,-29.826480480475137,0,375
376,14,-25.43731495827666,0,376
377,16,-26.882100516109386,0,377
378,15,-23.94170594851449,0,378
379,125,-187.94541994937796,1,379
380,84,-112.08655574537205,0,380
381,15,-24.257801857731906,0,381
382,15,-26.404963731152794,0,382
383,16,-27.40981206876973,0,383
384,14,-25.53419383301526,0,384
385,90,-95.7178554050588,0,385
386,15,-26.941573750728008,0,386
387,200,-224.75875794108958,0,387
388,200,-296.096665477844,0,388
389,16,-28.880335305415034,0,389
390,16,-27.180269906300435,0,390
391,14,-26.30333948041031,0,391
392,200,-323.48757696305506,0,392
393,82,-62.94852571838041,0,393
394,200,-318.2644267359254,0,394
395,16,-25.600745223976862,0,395
396,16,-29.097483090194185,0,396
397,200,-310.75387881370176,0,397
398,14,-26.263076373029108,0,398
399,16,-27.29532614434711,0,399
400,39,-38.8773217930314,0,400
401,15,-24.003204294138715,0,401
402,15,-24.713251719770295,0,402
403,16,-26.625100830105627,0,403
404,15,-27.649598512175917,0,404
405,15,-24.91086995403698,0,405
406,38,-38.494437893302276,0,406
407,43,-40.60243031312858,0,407
408,15,-24.73412564108055,0,408
409,169,-238.6654749210567,0,409
410,200,-319.3348367918876,1,410
411,18,-34.12544254956852,0,411
412,15,-27.251811285255176,0,412
413,15,-25.520972226623034,0,413
414,15,-26.530722301753446,0,414
415,15,-26.20647565085103,0,415
416,19,-32.7692520411547,0,416
417,15,-26.227525142194867,0,417
418,16,-27.378538693290693,0,418
419,175,-258.9074285154106,0,419
420,17,-30.273898019870558,0,420
421,16,-27.274051596395168,0,421
422,17,-30.118659674985334,0,422
423,182,-275.89205548318444,0,423
424,15,-27.762043121329086,0,424
425,85,-108.57364221118134,0,425
426,200,-289.35657868741526,0,426
427,115,-174.88254467942016,0,427
428,16,-26.465329385492897,0,428
429,16,-25.367937308081878,0,429
430,15,-28.05229246036164,0,430
431,15,-26.736683910607805,0,431
432,78,-80.27113955723394,0,432
433,14,-25.734561512708378,0,433
434,17,-26.925912732026188,0,434
435,15,-25.634080807401798,0,435
436,18,-33.05042726173393,0,436
437,17,-27.836408048713476,0,437
438,137,-206.93102399709227,0,438
439,200,-185.18607064948154,0,439
440,17,-30.761109513337185,0,440
441,15,-27.184731549579272,0,441
442,18,-29.14910902271877,0,442
443,80,-96.96057839105022,0,443
444,14,-24.761090553263795,0,444
445,181,-180.96718421924265,0,445
446,16,-28.399367642650805,0,446
447,14,-25.441103994932067,0,447
448,19,-34.298352241923745,0,448
449,15,-27.566167134323734,0,449
450,15,-27.62902471262488,0,450
451,126,-144.81029532382541,1,451
452,17,-30.637081106409024,0,452
453,14,-25.829536326104016,0,453
454,16,-26.989521655257903,0,454
455,200,-316.4297744254176,0,455
456,16,-25.9725252924087,0,456
457,15,-28.18670330560257,0,457
458,17,-28.18139640497822,0,458
459,164,-256.9234338889226,0,459
460,168,-253.35314017690905,0,460
461,15,-26.661930309080216,0,461
462,15,-26.181738865961353,0,462
463,78,-76.02667466899254,0,463
464,18,-32.41856433957399,0,464
465,14,-25.49965010388178,0,465
466,16,-25.836316416063205,0,466
467,18,-32.43026724775792,0,467
468,114,-164.4319843886066,0,468
469,16,-29.39570621970167,0,469
470,200,-331.69174813662966,0,470
471,136,-203.9580212160082,0,471
472,15,-24.82677791871232,0,472
473,16,-28.887595256053746,0,473
474,15,-26.8095702768299,0,474
475,18,-28.261623379031057,0,475
476,41,-45.65965616653229,0,476
477,16,-28.023668362571936,0,477
478,126,-185.14670417868516,0,478
479,17,-29.185514066486515,0,479
480,15,-26.8951784833768,0,480
481,15,-25.869678907610204,0,481
482,15,-26.730747309326272,0,482
483,17,-29.11666980235848,0,483
484,18,-29.992776523674067,0,484
485,15,-25.72740039368068,0,485
486,16,-27.608473869565163,0,486
487,16,-28.67948320195894,0,487
488,14,-26.493398102580336,0,488
489,16,-29.06627681934035,0,489
490,15,-28.281375548518533,0,490
491,14,-25.825747303312678,0,491
492,16,-24.81858436978131,0,492
493,17,-28.21749743251903,0,493
494,16,-28.449216003887376,0,494
495,17,-29.22914993780434,0,495
496,15,-26.107473642150428,0,496
497,15,-27.742683166124003,0,497
498,14,-25.40332570320076,0,498
499,15,-26.419652586511628,0,499
500,14,-26.01367095051367,0,500
